web-scraper-order,web-scraper-start-url,building_name,address,units,stories,year,type,neighborhood,amenities,buildings,buildings-href
"1533930904-487","http://yddevelopment.herokuapp.com/125buildings2.","Building: 50 West 132nd Street","50 West 132nd Street, New York, NY, 10037","47 units","6 stories","Built in 1972","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/50-West-132nd-Street-10037"
"1533929558-121","http://yddevelopment.herokuapp.com/125buildings2.","Building: 134 West 143rd Street","134 West 143rd Street, New York, NY, 10030","20 units","6 stories","Built in 1915","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                  Live-in Super
              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/134-West-143rd-Street-10030"
"1533929974-234","http://yddevelopment.herokuapp.com/125buildings2.","House: 208 West 137th Street","208 West 137th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/208-West-137th-Street-10030"
"1533930286-326","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2311 Adam C Powell Boulevard","2311 Adam C Powell Boulevard, New York, NY, 10030","2 units","4 stories","Built in 1920","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/2311-Adam-C-Powell-Blvd-10030"
"1533930864-475","http://yddevelopment.herokuapp.com/125buildings2.","Building: Lenox Terrace","10 West 135th Street, New York, NY, 10037","286 units","16 stories","Built in 1958","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Doorman
                
              
            
            
              
                
              
              
                
                  Elevator
                
              
            
            
              
                
              
              
                
                  Pets Allowed
                
              
            
        
          
              
                  Laundry in Building
              
              
                  Live-in Super
              
              
                  Parking Available
              
              
                      
      
    

              
          
            Outdoor Space
          
              
                  Garden
              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/10-West-135th-Street-10037"
"1533929551-119","http://yddevelopment.herokuapp.com/125buildings2.","House: 142 West 143rd Street","142 West 143rd Street, New York, NY, 10030","20 units","6 stories","Built in 1912","Multi-family","Central Harlem","null","Building","https://streeteasy.com/building/142-West-143rd-Street-10030"
"1533930901-486","http://yddevelopment.herokuapp.com/125buildings2.","House: 68 West 132nd Street","68 West 132nd Street, New York, NY, 10037","3 units","4 stories","Built in 2000","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/68-West-132nd-Street-10037"
"1533930512-379","http://yddevelopment.herokuapp.com/125buildings2.","Property: 461 Lenox Avenue","461 Lenox Avenue, New York, NY, 10037","2 units","4 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/461-Lenox-Avenue-10037"
"1533929232-37","http://yddevelopment.herokuapp.com/125buildings2.","House: 221 West 139th Street","221 West 139th Street, New York, NY, 10030","6 units","4 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/221-West-139th-Street-10030"
"1533930716-436","http://yddevelopment.herokuapp.com/125buildings2.","Property: 110 West 131st Street","110 West 131st Street, New York, NY, 10027","1 unit","3 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/110-West-131st-Street-10027"
"1533930007-244","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2302 Adam C Powell Boulevard","2302 Adam C Powell Boulevard, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2302-Adam-C-Powell-Blvd-10030"
"1533930236-312","http://yddevelopment.herokuapp.com/125buildings2.","Building: 143 West 136th Street","143 West 136th Street, New York, NY, 10030","4 units","4 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/143-West-136th-Street-10030"
"1533930196-300","http://yddevelopment.herokuapp.com/125buildings2.","House: 102 West 137th Street","102 West 137th Street, New York, NY, 10030","6 units","6 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/102-West-137th-Street-10030"
"1533929164-20","http://yddevelopment.herokuapp.com/125buildings2.","House: 224 West 141st Street","224 West 141st Street, New York, NY, 10030","16 units","5 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/224-West-141st-Street-10030"
"1533929774-175","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2375 Adam C Powell Boulevard","2375 Adam C Powell Boulevard, New York, NY, 10030","13 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Elevator
                
              
            
        
          
              
                  Live-in Super
              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/2375-Adam-C-Powell-Blvd-10030"
"1533929281-52","http://yddevelopment.herokuapp.com/125buildings2.","Building: 272 West 139th Street","272 West 139th Street, New York, NY, 10030","18 units","4 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/272-West-139th-Street-10030"
"1533930509-378","http://yddevelopment.herokuapp.com/125buildings2.","House: 116 West 133rd Street","116 West 133rd Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/116-West-133rd-Street-10030"
"1533929854-198","http://yddevelopment.herokuapp.com/125buildings2.","Building: 128 West 138th Street","128 West 138th Street, New York, NY, 10030","60 units","6 stories","Built in 1930","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/128-West-138th-Street-10030"
"1533929589-131","http://yddevelopment.herokuapp.com/125buildings2.","Building: 143 West 142nd Street","143 West 142nd Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/143-West-142nd-Street-10030"
"1533929949-226","http://yddevelopment.herokuapp.com/125buildings2.","Building: 238 West 137th Street","238 West 137th Street, New York, NY, 10030","11 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/238-West-137th-Street-10030"
"1533929262-46","http://yddevelopment.herokuapp.com/125buildings2.","Townhouse: 267 West 139th Street","267 West 139th Street, New York, NY, 10030","6 units","4 stories","Built in 1920","null","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/267-West-139th-Street-10030"
"1533930347-344","http://yddevelopment.herokuapp.com/125buildings2.","Building: 107 West 135th Street","107 West 135th Street, New York, NY, 10030","18 units","6 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/107-West-135th-Street-10030"
"1533930496-374","http://yddevelopment.herokuapp.com/125buildings2.","House: 2263 Adam C Powell Boulevard","2263 Adam C Powell Boulevard, New York, NY, 10030","16 units","5 stories","Built in 1926","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2263-Adam-C-Powell-Blvd-10030"
"1533930531-384","http://yddevelopment.herokuapp.com/125buildings2.","Building: 160 West 133rd Street","160 West 133rd Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/160-West-133rd-Street-10030"
"1533929555-120","http://yddevelopment.herokuapp.com/125buildings2.","House: 138 West 143rd Street","138 West 143rd Street, New York, NY, 10030","20 units","6 stories","Built in 1915","Multi-family","Central Harlem","null","Building","https://streeteasy.com/building/138-West-143rd-Street-10030"
"1533929935-222","http://yddevelopment.herokuapp.com/125buildings2.","Building: 250 West 137th Street","250 West 137th Street, New York, NY, 10030","11 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/250-West-137th-Street-10030"
"1533930155-288","http://yddevelopment.herokuapp.com/125buildings2.","Property: 107 West 136th Street","107 West 136th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/107-West-136th-Street-10030"
"1533930384-355","http://yddevelopment.herokuapp.com/125buildings2.","Building: 185 West 135th Street","185 West 135th Street, New York, NY, 10030","5 units","5 stories","Built in 1910","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/185-West-135th-Street-10030"
"1533929999-242","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2306 Adam C Powell Boulevard","2306 Adam C Powell Boulevard, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                  Live-in Super
              
          
            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2306-Adam-C-Powell-Blvd-10030"
